SCHM_CODE,DEL_FLG,SCHM_DESC,INT_PAID_BACID,INT_COLL_BACID,GL_SUB_HEAD_CODE,SERV_CHRG_COLL_FLG,BACK_DATE_TRAN_EXCP_CODE,VAL_DATE_TRAN_EXCP_CODE,ACCT_IN_CR_BAL_EXCP_CODE,MIN_POSTING_WORKCLASS,SCHM_TYPE,INT_PAID_FLG,INT_COLL_FLG,STAFF_SCHM_FLG,NRE_SCHM_FLG,MERGE_INT_PTRAN_FLG,LCHG_USER_ID,RCRE_USER_ID,LCHG_TIME,RCRE_TIME,MICR_CHQ_CHRG_BACID,INSUFF_AVAIL_BAL_EXCP_CODE,FD_CR_BACID,FD_DR_BACID,FX_TRAN_FLG,STP_CR_DR_IND,FCNR_FLG,INT_PANDL_BACID,PARKING_BACID,INT_PAID_COLL_CRNCY_FLG,CASH_WD_WO_CHQ_EXCP_CODE,ACCT_NAME_CHANGED_EXCP_CODE,XFER_IN_INT_DETAILS_FLG,ACCT_REFERENCE_EXCP_CODE,DR_OPER_ACCT_IF_NO_BAL_FLG,INT_DR_CUST_DIFF_EXCP_CODE,INT_CR_CUST_DIFF_EXCP_CODE,ISO_USER_TOD_GRNT_EXCP_CODE,ISO_AUTO_TOD_GRNT_EXCP_CODE,INTER_SOL_CLOSURE_ALWD_FLG,LEVY_TAX_PCNT_1,LEVY_TAX_PCNT_2,LEVY_TAX_PCNT_3,LEVY_TAX_DESC_1,LEVY_TAX_DESC_2,LEVY_TAX_DESC_3,LEVY_TAX_BACID_1,LEVY_TAX_BACID_2,LEVY_TAX_BACID_3,LEVY_TAX_MERGE_PTRAN_FLG,PEG_INT_FOR_AC_FLG,MOD_OF_PEG_INT_ALLOWED_FLG,PEG_REVIEW_PREF_FROM_CUST,DFLT_INT_PAR_CHNG_EXCP_CODE,CLS_PEND_REVERSAL_EXCP_CODE,CHQ_ISSUED_ACK_EXCP_CODE,ACCT_CLOSURE_CHRG_DAYS,ACCT_CLOSURE_CHRG_MNTHS,ACCT_MAINT_PERIOD,MIN_COMMIT_CHRG_UTIL_PCNT,COMMIT_CALC_METHOD,INACTIVE_ACCT_CHRG_DAYS,INACTIVE_ACCT_CHRG_MNTHS,DORMANT_ACCT_CHRG_DAYS,DORMANT_ACCT_CHRG_MNTHS,PARTITION_MANDATORY_FLG,BOOK_TRAN_SCRIPT,INTCALC_TRAN_SCRIPT,ADVANCE_INT_BACID,TDS_PARKING_BACID,PENAL_PANDL_BACID,DFLT_CLG_TRAN_CODE,DFLT_INST_TYPE,CHQ_UNUSABLE_EXCP_CODE,INT_PANDL_BACID_CR,INT_PANDL_BACID_DR,BEL_MIN_BAL_EXCP_CODE,PEN_CHRG_NCALC_EXCP_CODE,INT_FREQ_TYPE_CR,INT_FREQ_WEEK_NUM_CR,INT_FREQ_WEEK_DAY_CR,INT_FREQ_START_DD_CR,PD_GL_SUB_HEAD_CODE,PS_FREQ_WEEK_DAY,PS_FREQ_START_DD,PS_FREQ_HLDY_STAT,AUTO_RENEWAL_PERIOD_FLG,PRODUCT_GROUP,PRINCIPAL_LOSSLINE_BACID,RECOVER_LOSSLINE_BACID,CHRGE_OFF_BACID,INT_WAIVER_BACID,DAILY_COMP_INT_FLG,DISC_RATE_FLG,START_DATE,END_DATE,FIXEDTERM_MNTHS,FIXEDTERM_YEARS,REPRICING_PLAN,REPRICING_FREQ_MNTHS,REPRICING_FREQ_DAYS,REPRICING_YEAR_IND,FLOAT_INT_TBL_CODE,FLOAT_REPRICING_FREQ_MNTHS,FLOAT_REPRICING_FREQ_DAYS,SCRIPT_VALUE_DATE_EXCP_CODE,CUST_MIN_AGE,CUST_MAX_AGE,SCHM_SHORT_NAME,BANK_ID,SYN_AGENT_SCHEME,PRODUCT_CONCEPT,SCHM_NATURE
A5272,N,DH - T* CT CHO VAY TDH LAI SUAT CO DINH 36T SAU 27/11/2018,,39414000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,LINH.ND,THAO.NTPHUONG,25:04.0,04:13.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39414007,,,,,39414007,,, , ,0,0,21311,0,0, , ,R06,21392000,21393000,21360000,39414007,N,N,00:00.0,00:00.0,36,0,L,0,0,A,A2009,1,0,,18,65,,1,N,R0601,N
B5346,N,TH - CV TT TRAI PHIEU DAC BIET VAMC DN,,39413010,, ,B16,B19,B27,560,CLA, ,Y,N,N, ,ANH.DTP,THAO.NTPHUONG,04:24.0,16:00.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39413017,,,,,39413017,,, , ,0,0,21213,0,0, , ,C02,21592000,21593000,21560000,39413017, ,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,B17,0,0,,1,N,C0201,N
A5535,N,NH - CV SXKD NGAN HAN UU DAI DOI VOI KH MOI KHV<=3T,,39411000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,HAO.QC,AI.LPV,04:22.0,56:11.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39411007,,,,,39411007,,, , ,0,0,21111,0,0, , ,R06,21192000,21193000,21160000,39411007,N,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,,18,65,,1,N,R0601,N
A5669,N,DH - KNDL 1 - KV DNB TTN TNB - VAY BDS DE O,,39414000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,THANH.NTRANG,05:40.0,58:06.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39414007,,,,,39414007,,, , ,0,0,21311,0,0, , ,R06,21392000,21393000,21360000,39414007,N,N,00:00.0,00:00.0,12,0,L,0,0,A,A2050,3,0,,18,65,,1,N,R0601,N
A5644,N,TH - CV O TO SIEU TOC 8 GIO CT1 - KV DNB-TTN-TNB,,39413000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,VY.NK,00:08.0,50:52.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39413007,,,,,39413007,,, , ,0,0,21211,0,0, , ,R06,21292000,21293000,21260000,39413007,N,N,00:00.0,00:00.0,6,0,L,0,0,A,A2060,3,0,,18,65,,1,N,R0601,N
B5435,N,"NH - VND - CK CD CV VND-DB VANG ,STK/GTCG DO TCTD KHAC PH-EIB PH -3T<KHV<= 5T",,39411010,, ,B16,B19,B27,560,CLA, ,Y,N,N, ,EOD6,THANH.NTRANG,41:01.0,55:05.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39411017,,,,,39411017,,, , ,0,0,21113,0,0, , ,C01,21492000,21493000,21460000,39411017, ,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,B17,0,0,,1,N,C0104,N
B5437,N,"NH - VND - CK CD TSDB BDS NHOM 1,2,3 - 3T<KHV<=5T",,39411010,, ,B16,B19,B27,560,CLA, ,Y,N,N, ,EOD6,THANH.NTRANG,41:57.0,56:46.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39411017,,,,,39411017,,, , ,0,0,21113,0,0, , ,C01,21492000,21493000,21460000,39411017, ,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,B17,0,0,,1,N,C0104,N
CD535,N,DN - NH - THAU CHI- FIN PETROL - 50%<= TSĐB/HMTD <80%  <=30 NGAY,,39419210,, ,B16,B19,B27,560,CLA, ,Y,N,N, ,ANH.DTP,AI.LPV,56:52.0,07:30.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,,,,0,0, ,0, ,0,0,0,0, ,,,,,39419217,,,,,39419217,,, , ,0,0,27523,0,0, , ,,,,,39419217, ,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,B17,0,0,,1,N,,N
B5221,N,NH - FIN AIR AGENCY 3  - TLTSBD NHO HON BANG 100%,,39411010,, ,B16,B19,B27,560,CLA, ,Y,N,N, ,HAO.QC,THAO.NTPHUONG,14:30.0,24:48.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39411017,,,,,39411017,,, , ,0,0,21113,0,0, , ,C02,21492000,21493000,21460000,39411017, ,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,B17,0,0,,1,N,C0201,N
B5225,N,NH - FIN JEWELRY 1 - KH 1-3 THANG,,39411010,, ,B16,B19,B27,560,CLA, ,Y,N,N, ,LINH.ND,THAO.NTPHUONG,43:09.0,28:56.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39411017,,,,,39411017,,, , ,0,0,21113,0,0, , ,C02,21492000,21493000,21460000,39411017, ,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,B17,0,0,,1,N,C0201,N
A5287,N,TH - H* CHO VAY MUA XE MERCEDES-BENZ (CHUAN 9),,39413000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,HAO.QC,THAO.NTPHUONG,40:06.0,11:00.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A37,,,0,0, ,0, ,0,0,0,0, ,,,,,39413007,,,,,39413007,,, , ,0,0,21211,0,0, , ,DR1,21292000,21293000,21260000,39413007,N,N,00:00.0,00:00.0,12,0,L,0,0,A,ARS06,1,0,,18,65,,1,N,DR101,N
A5289,N,TH - I* CHO VAY MUA XE MERCEDES-BENZ (CHUAN 10),,39413000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,HAO.QC,THAO.NTPHUONG,40:00.0,12:51.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A37,,,0,0, ,0, ,0,0,0,0, ,,,,,39413007,,,,,39413007,,, , ,0,0,21211,0,0, , ,DR1,21292000,21293000,21260000,39413007,N,N,00:00.0,00:00.0,24,0,L,0,0,A,ARS06,1,0,,18,65,,1,N,DR101,N
B5235,N,DH - H* CHO VAY MUA XE MERCEDES-BENZ (CHUAN 9),,39414010,, ,B16,B19,B27,560,CLA, ,Y,N,N, ,LINH.ND,THAO.NTPHUONG,10:45.0,53:13.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B31,,,0,0, ,0, ,0,0,0,0, ,,,,,39414017,,,,,39414017,,, , ,0,0,21313,0,0, , ,DC1,21692000,21693000,21660000,39414017, ,N,00:00.0,00:00.0,12,0,L,0,0,A,A9970,1,0,B17,0,0,,1,N,DC101,N
B5264,N,"NH-FIN TRAVEL MO RONG, NANG CAP  KS-4T-6T",,39411010,, ,B16,B19,B27,560,CLA, ,Y,N,N, ,ANH.DTP,HUYEN.NGHIEMTHI,57:02.0,24:35.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39411017,,,,,39411017,,, , ,0,0,21113,0,0, , ,C02,21492000,21493000,21460000,39411017, ,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,B17,0,0,,1,N,C0201,N
80702,N,DN- TAI KHOAN THANH TOAN TTR,,,,N,DB2,DC2,,550,CAA,N,N,N,B,Y,HUONG.DT,HOA.NTNGOC,58:23.0,55:37.0,,DH3,,,N, ,N,,,X,,, ,,N,,,,,Y,0,0,0,,,,,,, ,N, , ,GA3,,,0,0, ,0,W,0,0,0,0, ,,,,,,,,,,,,, , ,0,0,,0,1,N, ,,,,,, ,N,00:00.0,00:00.0,0,0, ,0,0, ,,0,0,,0,999,,1, ,,N
A5724,N,NH-CV UDLS CAM CO GTCG DA GUI 1\2 THOI GIAN TREN 4T<= 5T,,39416000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,HUYEN.NGHIEMTHI,00:27.0,18:29.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39416007,,,,,39416007,,, , ,0,0,21121,0,0, , ,R02,21192001,21193001,21160001,39416007,N,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,,18,70,,1,N,R0201,N
B0029,N,DH - VND - DB STK/GTCG CUNG LOAI TIEN VAY - EIB PH,,39414010,, ,B16,B19,B27,560,CLA, ,Y,N,N, ,ANH.DTP,AI.LPV,11:41.0,27:45.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39414017,,,,,39414017,,, , ,0,0,21313,0,0, , ,C01,21692000,21693000,21660000,39414017, ,N,00:00.0,00:00.0,0,0,M,3,0,A,,0,0,B17,0,0,,1,N,C0104,N
B0056,N,NH - USD - TSDB STK/GTCG KHAC LOAI TIEN VAY - 3T<KHV<=6T,,39411010,, ,B16,B19,B27,560,CLA, ,Y,N,N, ,EOD6,AI.LPV,33:38.0,47:51.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39411017,,,,,39411017,,, , ,0,0,21113,0,0, , ,C01,21492000,21493000,21460000,39411017, ,N,00:00.0,00:00.0,0,0,M,3,0,A,,0,0,B17,0,0,,1,N,C0104,N
R5286,N,NH -  CV SXKD NGAN HAN KH LON 6T<=KHV<9T-KH CU,,39411000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,LINH.ND,THAO.NTPHUONG,56:36.0,17:18.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39411007,,,,,39411007,,, , ,0,0,21111,0,0, , ,R06,21192000,21193000,21160000,39411007,N,N,00:00.0,00:00.0,0,0,M,1,0,A,,0,0,,18,65,,1,N,R0601,N
B5259,N,NH - CV UD KHDN 2019 - 3T,,39411010,, ,B16,B19,B27,560,CLA, ,Y,N,N, ,LINH.ND,THAO.NTPHUONG,22:29.0,50:43.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39411017,,,,,39411017,,, , ,0,0,21113,0,0, , ,C02,21492000,21493000,21460000,39411017, ,N,00:00.0,00:00.0,0,0,M,3,0,A,,0,0,B17,0,0,,1,N,C0201,N
C5243,N,NH -  FIN TRAVEL BO SUNG VON KD - 4T-5T,,39411010,, ,B16,B19,B27,560,CLA, ,Y,N,N, ,ANH.DTP,HUYEN.NGHIEMTHI,35:46.0,54:48.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39411017,,,,,39411017,,, , ,0,0,21113,0,0, , ,C02,21492000,21493000,21460000,39411017, ,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,B17,0,0,,1,N,C0201,N
CD525,N,DN - NH -  THAU CHI -  KHDN LON 2020 3.000 TY KHV 21 NGAY,,39419210,, ,B16,B19,B27,560,CLA, ,Y,N,N, ,ANH.DTP,AI.LPV,44:19.0,46:02.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,,,,0,0, ,0, ,0,0,0,0, ,,,,,39419217,,,,,39419217,,, , ,0,0,27523,0,0, , ,,,,,39419217, ,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,B17,0,0,,1,N,,N
A5611,N,NH - CT DONG HANH CUNG KH SXKD T05.20 - KHV 6T,,39411000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,HAO.QC,THANH.NTRANG,03:46.0,11:19.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39411007,,,,,39411007,,, , ,0,0,21111,0,0, , ,R06,21192000,21193000,21160000,39411007,N,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,,18,65,,1,N,R0601,N
A5624,N,TH - SO HUU BDS CHO KHCN CO NANG LUC TC TOT 1 - KV DNB-TTN-TNB,,39413000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,AI.LPV,23:21.0,34:07.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,,,,0,0, ,0, ,0,0,0,0, ,,,,,39413007,,,,,39413007,,, , ,0,0,21211,0,0, , ,R06,21292000,21293000,21260000,39413007,N,N,00:00.0,00:00.0,0,0,U,0,0,A,,0,0,,18,65,,1,N,R0601,N
A5613,N,NH - CT DONG HANH CUNG KH SXKD T05.20 - 9T<KHV<=12T,,39411000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,HAO.QC,THANH.NTRANG,04:09.0,50:50.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39411007,,,,,39411007,,, , ,0,0,21111,0,0, , ,R06,21192000,21193000,21160000,39411007,N,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,,18,65,,1,N,R0601,N
A5634,N,TH - CV O TO SIEU TOC 8 GIO CT1 - KV HCM-MB,,39413000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,VY.NK,45:36.0,32:54.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,,,,0,0, ,0, ,0,0,0,0, ,,,,,39413007,,,,,39413007,,, , ,0,0,21211,0,0, , ,R06,21292000,21293000,21260000,39413007,N,N,00:00.0,00:00.0,0,0,U,0,0,A,,0,0,,18,65,,1,N,R0601,N
A5571,N,"TH - GKBV 5 - KH BAC, DONG KV DNB TTN TNB - BDS DE O",,39413000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,AI.LPV,12:00.0,33:59.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,,,,0,0, ,0, ,0,0,0,0, ,,,,,39413007,,,,,39413007,,, , ,0,0,21211,0,0, , ,R06,21292000,21293000,21260000,39413007,N,N,00:00.0,00:00.0,0,0,U,0,0,A,,0,0,,18,65,,1,N,R0601,N
A5297,N,NH -  CT CV SXKD NGAN HAN CO DINH,,39411000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,LINH.ND,THAO.NTPHUONG,04:25.0,09:07.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39411007,,,,,39411007,,, , ,0,0,21111,0,0, , ,R06,21192000,21193000,21160000,39411007,N,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,,18,65,,1,N,R0601,N
C5224,N,NH - FIN MEKONG SEAFOOD 3 - TLTSBD BANG 100%,,39411010,, ,B16,B19,B27,560,CLA, ,Y,N,N, ,ANH.DTP,THAO.NTPHUONG,43:50.0,05:16.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39411017,,,,,39411017,,, , ,0,0,21113,0,0, , ,C02,21492000,21493000,21460000,39411017, ,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,B17,0,0,,1,N,C0201,N
B0034,N,DH - VND - TSDB STK/GTCG KHAC LOAI TIEN VAY,,39414010,, ,B16,B19,B27,560,CLA, ,Y,N,N, ,ANH.DTP,AI.LPV,28:14.0,32:52.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39414017,,,,,39414017,,, , ,0,0,21313,0,0, , ,C01,21692000,21693000,21660000,39414017, ,N,00:00.0,00:00.0,12,0,L,0,0,A,A9970,3,0,B17,0,0,,1,N,C0104,N
B5270,N,NH -  FIN TRAVEL BO SUNG VON KD - 7T-9T,,39411010,, ,B16,B19,B27,560,CLA, ,Y,N,N, ,ANH.DTP,HUYEN.NGHIEMTHI,34:36.0,41:04.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39411017,,,,,39411017,,, , ,0,0,21113,0,0, , ,C02,21492000,21493000,21460000,39411017, ,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,B17,0,0,,1,N,C0201,N
A5332,N,TH -  CV MUA XE MB (CHUAN 18)-CN,,39413000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,HAO.QC,THAO.NTPHUONG,54:47.0,12:01.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A37,,,0,0, ,0, ,0,0,0,0, ,,,,,39413007,,,,,39413007,,, , ,0,0,21211,0,0, , ,DR1,21292000,21293000,21260000,39413007,N,N,00:00.0,00:00.0,6,0,L,0,0,A,A2025,1,0,,18,65,,1,N,DR101,N
B5275,N,NH-CV UD LS KHDN SME 2019- 5T,,39411010,, ,B16,B19,B27,560,CLA, ,Y,N,N, ,LINH.ND,HUYEN.NGHIEMTHI,19:35.0,20:50.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39411017,,,,,39411017,,, , ,0,0,21113,0,0, , ,C02,21492000,21493000,21460000,39411017, ,N,00:00.0,00:00.0,0,0,M,1,0,A,,0,0,B17,0,0,,1,N,C0201,N
C5305,N,NH - CV UD LS KHDN SME 2020 5.000 TY THEO DTHU – 4T,,39411010,, ,B16,B19,B27,560,CLA, ,Y,N,N, ,ANH.DTP,THAO.NTPHUONG,37:56.0,38:01.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39411017,,,,,39411017,,, , ,0,0,21113,0,0, , ,C02,21492000,21493000,21460000,39411017, ,N,00:00.0,00:00.0,0,0,M,3,0,A,,0,0,B17,0,0,,1,N,C0201,N
A5438,N,NH - CV SXKD NGAN HAN LS CO DINH DOI VOI KH MOI 6T<KHV<=9T,,39411000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,HAO.QC,THAO.NTPHUONG,59:42.0,48:20.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39411007,,,,,39411007,,, , ,0,0,21111,0,0, , ,R06,21192000,21193000,21160000,39411007,N,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,,18,65,,1,N,R0601,N
A5498,N,"TH - CV SH BDS KH CO NANG LUC TC TOT CT2-KV MB, HCM",,39413000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,THAO.NTPHUONG,01:04.0,06:03.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39413007,,,,,39413007,,, , ,0,0,21211,0,0, , ,R06,21292000,21293000,21260000,39413007,N,N,00:00.0,00:00.0,12,0,L,0,0,A,A2024,3,0,,18,65,,1,N,R0601,N
B5465,N,NH - USD - NHOM 1 - CT TAI TRO XNK 2020 - 1T,,39411010,, ,B16,B19,B27,560,CLA, ,Y,N,N, ,ANH.DTP,VY.NK,05:19.0,44:15.0,,,,,N, ,N,,,A,,, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,B21,,,0,0, ,0, ,0,0,0,0, ,,,,,39411017,,,,,39411017,,, , ,0,0,21113,0,0, , ,C01,21492000,21493000,21460000,39411017, ,N,00:00.0,00:00.0,0,0,F,0,0,A,,0,0,B17,0,0,,1,N,C0104,N
A5700,N,TH - CV O TO ĐOI VOI KHCN CT1 - KV HCM-MB,,39413000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,VY.NK,46:31.0,20:50.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39413007,,,,,39413007,,, , ,0,0,21211,0,0, , ,R06,21292000,21293000,21260000,39413007,N,N,00:00.0,00:00.0,6,0,L,0,0,A,A2064,3,0,,18,65,,1,N,R0601,N
A5706,N,TH - CV O TO ĐOI VOI KHCN CT2 - KV DNB-TTN-TNB,,39413000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,VY.NK,56:06.0,29:15.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39413007,,,,,39413007,,, , ,0,0,21211,0,0, , ,R06,21292000,21293000,21260000,39413007,N,N,00:00.0,00:00.0,12,0,L,0,0,A,A2067,3,0,,18,65,,1,N,R0601,N
A5710,N,NH - CV SXKD NGAN HAN - KH CU CO SD DICH VU KHAC - >5T - 9T,,39411000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,ANH.DTP,AI.LPV,27:05.0,31:30.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39411007,,,,,39411007,,, , ,0,0,21111,0,0, , ,R06,21192000,21193000,21160000,39411007,N,N,00:00.0,00:00.0,3,0,L,0,0,A,A2969,840,0,,18,65,,1,N,R0601,N
R5227,N,NH - 9@ CHO VAY NGAN HAN SXKD DOI VOI KH CU DUOI 6T,,39411000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,LINH.ND,TRANG.HTQ02,27:50.0,21:18.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39411007,,,,,39411007,,, , ,0,0,21111,0,0, , ,R05,21192000,21193000,21160000,39411007,N,N,00:00.0,00:00.0,0,0,M,1,0,A,,0,0,,18,65,,1,N,R0504,N
A5308,N,NH -  CT CHO VAY NGAN HAN SXKD KH CU 10.5%,,39411000,, ,A29,A26,A30,560,LAA, ,Y,N,B, ,EOD4,THAO.NTPHUONG,30:54.0,27:33.0,,,,,N, ,N,,,A,,A05, ,, ,,,,,N,0,0,0,,,,,,, ,Y, ,N,A07,,,0,0, ,0, ,0,0,0,0, ,,,,,39411007,,,,,39411007,,, , ,0,0,21111,0,0, , ,R06,21192000,21193000,21160000,39411007,N,N,00:00.0,00:00.0,0,0,M,1,0,A,,0,0,,18,65,,1,N,R0601,N
